ImagePath,Caption,Label,skin_type_gt,gender_gt,age,smile,facialHair_moustache,facialHair_beard,facialHair_sideburns,glasses,hair_bald,hair_invisible,makeup_eyeMakeup,makeup_lipMakeup,occlusion_foreheadOccluded,occlusion_eyeOccluded,occlusion_mouthOccluded,accessories_headWear,accessories_glasses,accessories_mask,blur_blurLevel,exposure_exposureLevel,noise_noiseLevel,ImagePath_rect_left,ImagePath_rect_top,ImagePath_rect_width,ImagePath_rect_height,face_light_gt,hair_length_gt,long_medium_hair_gt,glasses_gt
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\683.jpg,Image Description,TRUE,darker,male,43,0.002,0.4,0.6,0.1,NoGlasses,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,medium,82,86,179,179,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\684.jpg,Image Description,TRUE,darker,male,56,0.55,0.1,0.1,0.1,NoGlasses,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,46,120,164,164,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\685.jpg,Image Description,TRUE,darker,male,34,0.843,0.6,0.4,0.1,NoGlasses,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,84,80,161,161,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\686.jpg,Image Description,TRUE,lighter,male,58,1,0.1,0.1,0.1,NoGlasses,0.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,136,65,106,106,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\687.jpg,Image Description,TRUE,darker,male,58,0.004,0.1,0.1,0.1,ReadingGlasses,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.96,0,low,overExposure,low,63,105,159,159,yes,bald,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\688.jpg,Image Description,TRUE,darker,male,50,0.993,0.1,0.1,0.1,ReadingGlasses,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,82,103,180,180,yes,bald,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\689.jpg,Image Description,TRUE,darker,male,29,0.992,0.1,0.1,0.1,NoGlasses,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,80,109,161,161,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\690.jpg,Image Description,FALSE,darker,male,56,0.053,0.1,0.1,0.1,ReadingGlasses,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,low,goodExposure,low,123,154,128,128,yes,bald,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\691.jpg,Image Description,TRUE,darker,male,33,0.175,0.1,0.1,0.1,NoGlasses,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,53,86,171,171,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\692.jpg,Image Description,TRUE,darker,male,46,0.009,0.1,0.1,0.1,NoGlasses,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,77,95,178,178,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\693.jpg,Image Description,TRUE,lighter,male,55,0.782,0.1,0.1,0.1,NoGlasses,0.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,120,105,139,139,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\694.jpg,Image Description,TRUE,darker,male,37,0.064,0.4,0.4,0.1,NoGlasses,0.85,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,107,84,138,138,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\695.jpg,Image Description,TRUE,darker,male,31,0.994,0.1,0.1,0.1,NoGlasses,0.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,94,112,167,167,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\696.jpg,Image Description,TRUE,darker,male,34,0,0.1,0.1,0.1,ReadingGlasses,0.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.97,0,low,goodExposure,low,112,103,166,166,yes,bald,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\697.jpg,Image Description,TRUE,lighter,male,56,0.018,0.1,0.1,0.1,NoGlasses,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,136,125,142,142,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\698.jpg,Image Description,TRUE,darker,male,60,0.048,0.1,0.1,0.1,NoGlasses,0.94,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,54,106,215,215,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\699.jpg,Image Description,TRUE,darker,male,32,0.043,0.1,0.1,0.1,NoGlasses,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,54,118,163,163,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\700.jpg,Image Description,TRUE,darker,male,33,0,0.1,0.1,0.1,NoGlasses,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,99,107,167,167,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\701.jpg,Image Description,TRUE,darker,male,50,0.103,0.1,0.1,0.1,NoGlasses,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,84,80,157,157,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\702.jpg,Image Description,TRUE,lighter,male,60,0.241,0.1,0.1,0.1,ReadingGlasses,0.11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.96,0,low,goodExposure,low,79,110,145,145,yes,medium_hair,TRUE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\703.jpg,Image Description,TRUE,lighter,male,58,0.027,0.1,0.1,0.1,ReadingGlasses,0.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,70,107,157,157,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\704.jpg,Image Description,TRUE,darker,male,58,0.049,0.1,0.1,0.1,NoGlasses,0.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,99,110,136,136,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\705.jpg,Image Description,TRUE,darker,male,43,0,0.4,0.4,0.1,NoGlasses,0.97,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,76,93,156,156,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\706.jpg,Image Description,TRUE,darker,male,40,0.001,0.1,0.1,0.1,NoGlasses,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,24,109,185,185,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\707.jpg,Image Description,TRUE,darker,male,57,0.999,0.1,0.1,0.1,NoGlasses,0.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,108,120,110,110,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\708.jpg,Image Description,TRUE,darker,male,44,0.969,0.6,0.6,0.1,NoGlasses,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,medium,65,103,172,172,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\709.jpg,Image Description,TRUE,lighter,male,59,0.999,0.1,0.1,0.1,ReadingGlasses,0.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.94,0,low,overExposure,low,103,119,155,155,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\710.jpg,Image Description,TRUE,darker,male,48,0.007,0.4,0.4,0.1,NoGlasses,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,medium,86,92,154,154,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\711.jpg,Image Description,TRUE,darker,male,55,1,0.1,0.1,0.1,NoGlasses,0.26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,92,95,162,162,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\712.jpg,Image Description,TRUE,darker,male,55,0.05,0.1,0.1,0.1,NoGlasses,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,68,122,167,167,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\713.jpg,Image Description,TRUE,darker,male,57,0.003,0.1,0.1,0.1,NoGlasses,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,74,103,185,185,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\714.jpg,Image Description,TRUE,darker,male,49,0.999,0.4,0.4,0.4,NoGlasses,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,medium,111,132,153,153,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\715.jpg,Image Description,TRUE,darker,male,53,0,0.4,0.4,0.1,NoGlasses,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,low,86,98,165,165,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\716.jpg,Image Description,TRUE,darker,male,40,0.006,0.1,0.4,0.1,NoGlasses,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,62,105,159,159,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\717.jpg,Image Description,TRUE,darker,male,33,0.005,0.1,0.1,0.1,NoGlasses,0.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,32,32,63,63,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\718.jpg,Image Description,TRUE,darker,male,51,0.466,0.1,0.1,0.1,NoGlasses,0.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,69,94,170,170,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\719.jpg,Image Description,FALSE,darker,male,44,0.992,0.1,0.1,0.1,NoGlasses,0.95,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,36,113,189,189,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\720.jpg,Image Description,TRUE,darker,male,55,0.43,0.1,0.1,0.1,NoGlasses,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,medium,86,118,163,163,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\721.jpg,Image Description,TRUE,darker,male,43,0.419,0.1,0.1,0.1,NoGlasses,0.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,80,112,175,175,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\722.jpg,Image Description,TRUE,darker,male,31,0.001,0.1,0.1,0.1,NoGlasses,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,79,93,181,181,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\723.jpg,Image Description,TRUE,darker,male,37,0,0.1,0.4,0.1,NoGlasses,0.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,76,100,175,175,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\724.jpg,Image Description,TRUE,lighter,male,49,0.945,0.1,0.1,0.1,NoGlasses,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,123,115,153,153,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\725.jpg,Image Description,TRUE,darker,male,56,0.001,0.1,0.1,0.1,ReadingGlasses,0.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.96,0,low,overExposure,medium,69,114,166,166,yes,bald,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\726.jpg,Image Description,TRUE,darker,male,56,0.97,0.1,0.1,0.1,NoGlasses,0.97,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,94,90,185,185,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\727.jpg,Image Description,TRUE,darker,male,53,0.002,0.1,0.1,0.1,ReadingGlasses,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.98,0,low,goodExposure,low,37,28,57,57,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\728.jpg,Image Description,TRUE,darker,male,39,0.964,0.1,0.1,0.1,NoGlasses,0.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,51,95,168,168,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\729.jpg,Image Description,TRUE,darker,male,44,0.475,0.6,0.6,0.1,NoGlasses,0.92,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,105,86,154,154,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\730.jpg,Image Description,TRUE,darker,male,34,1,0.1,0.1,0.1,NoGlasses,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,96,179,160,160,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\731.jpg,Image Description,TRUE,darker,male,61,0.697,0.4,0.4,0.1,NoGlasses,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,36,21,44,44,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\732.jpg,Image Description,TRUE,darker,male,34,0.672,0.1,0.4,0.1,NoGlasses,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,89,94,165,165,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\733.jpg,Image Description,TRUE,darker,male,32,0.022,0.1,0.1,0.1,NoGlasses,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,67,83,164,164,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\734.jpg,Image Description,TRUE,darker,male,33,0,0.1,0.1,0.1,NoGlasses,0.94,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,74,106,171,171,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\735.jpg,Image Description,TRUE,lighter,male,44,0.042,0.1,0.1,0.1,ReadingGlasses,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.88,0,low,overExposure,low,101,128,163,163,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\736.jpg,Image Description,TRUE,lighter,male,48,0.008,0.6,0.6,0.1,NoGlasses,0.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,131,89,81,81,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\737.jpg,Image Description,TRUE,darker,male,34,1,0.4,0.4,0.1,NoGlasses,0.96,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,medium,67,107,152,152,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\738.jpg,Image Description,TRUE,darker,male,44,0.032,0.1,0.1,0.1,NoGlasses,0.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,42,95,183,183,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\739.jpg,Image Description,TRUE,darker,male,45,0.018,0.1,0.1,0.1,NoGlasses,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,84,77,174,174,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\740.jpg,Image Description,TRUE,lighter,male,40,1,0.1,0.1,0.1,NoGlasses,0.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,93,101,158,158,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\741.jpg,Image Description,TRUE,lighter,male,48,0.986,0.4,0.4,0.1,NoGlasses,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,107,122,164,164,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\742.jpg,Image Description,TRUE,darker,male,46,0.176,0.6,0.6,0.6,NoGlasses,0.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,78,116,148,148,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\743.jpg,Image Description,TRUE,darker,male,56,0.653,0.1,0.1,0.1,NoGlasses,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,91,91,151,151,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\744.jpg,Image Description,TRUE,lighter,male,56,0.011,0.6,0.6,0.6,ReadingGlasses,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,low,goodExposure,low,59,103,160,160,yes,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\745.jpg,Image Description,TRUE,darker,male,23,0.853,0.6,0.6,0.6,NoGlasses,0.29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,114,122,151,151,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\746.jpg,Image Description,TRUE,darker,male,32,1,0.4,0.4,0.1,NoGlasses,0.27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,82,112,153,153,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\747.jpg,Image Description,TRUE,darker,male,54,0.4,0.4,0.4,0.1,ReadingGlasses,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,low,underExposure,low,103,113,161,161,yes,none,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\748.jpg,Image Description,TRUE,darker,male,40,1,0.4,0.4,0.1,NoGlasses,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,86,98,165,165,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\749.jpg,Image Description,TRUE,lighter,female,58,1,0,0,0,NoGlasses,0.73,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,100,111,152,152,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\750.jpg,Image Description,TRUE,darker,female,44,1,0,0,0,NoGlasses,0.55,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,74,91,154,154,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\751.jpg,Image Description,TRUE,lighter,female,44,1,0,0,0,NoGlasses,0.04,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,106,111,162,162,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\752.jpg,Image Description,TRUE,darker,female,43,0.998,0,0,0,NoGlasses,0.11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,54,142,183,183,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\753.jpg,Image Description,FALSE,darker,female,37,0.996,0.1,0.1,0.1,NoGlasses,0.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,101,106,158,158,yes,tied_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\754.jpg,Image Description,TRUE,darker,female,44,0.993,0,0,0,NoGlasses,0.59,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,137,151,147,147,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\755.jpg,Image Description,FALSE,darker,female,51,0.02,0,0,0,NoGlasses,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,medium,59,79,160,160,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\756.jpg,Image Description,TRUE,darker,female,49,0.984,0,0,0,NoGlasses,0.15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,75,153,206,206,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\757.jpg,Image Description,TRUE,darker,female,44,0.005,0,0,0,NoGlasses,0.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,75,96,164,164,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\758.jpg,Image Description,TRUE,darker,female,42,0.998,0,0,0,NoGlasses,0.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,72,120,163,163,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\759.jpg,Image Description,TRUE,lighter,female,49,0.881,0,0,0,NoGlasses,0.02,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,96,117,158,158,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\760.jpg,Image Description,TRUE,darker,female,56,0.551,0,0,0,NoGlasses,0.18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,84,154,155,155,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\761.jpg,Image Description,TRUE,darker,female,54,1,0,0,0,NoGlasses,0.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,59,103,151,151,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\762.jpg,Image Description,TRUE,darker,female,34,0.232,0,0,0,NoGlasses,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,high,117,105,120,120,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\763.jpg,Image Description,FALSE,darker,female,48,0.085,0.1,0.1,0.1,NoGlasses,0.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,105,118,152,152,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\764.jpg,Image Description,TRUE,lighter,female,47,0.973,0,0,0,NoGlasses,0.1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,medium,116,112,144,144,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\765.jpg,Image Description,TRUE,darker,female,37,0.018,0,0,0,NoGlasses,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,52,94,164,164,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\766.jpg,Image Description,FALSE,darker,female,44,0.461,0,0,0,ReadingGlasses,0.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,low,goodExposure,low,98,133,145,145,yes,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\767.jpg,Image Description,TRUE,lighter,female,55,1,0,0,0,NoGlasses,0.26,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,87,118,151,151,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\768.jpg,Image Description,TRUE,darker,female,43,1,0,0,0,NoGlasses,0.67,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,116,121,156,156,yes,tied_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\769.jpg,Image Description,FALSE,darker,female,54,1,0,0,0,NoGlasses,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,108,112,89,89,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\770.jpg,Image Description,TRUE,darker,female,45,0.957,0,0,0,NoGlasses,0.18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,85,117,147,147,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\771.jpg,Image Description,TRUE,darker,female,49,0.542,0,0,0,NoGlasses,0.65,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,64,106,162,162,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\SouthAfrica\772.jpg,Image Description,TRUE,lighter,female,30,1,0,0,0,ReadingGlasses,0.05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,99,91,154,154,yes,long_hair,TRUE,yes_thick
